Time,ParameterName,ParameterValue
2020-02-17T01:00:00Z,TA_PT1H_AVG,5.5
2020-02-17T01:00:00Z,TA_PT1H_MAX,5.9
2020-02-17T01:00:00Z,TA_PT1H_MIN,5.2
2020-02-17T01:00:00Z,RH_PT1H_AVG,83.0
2020-02-17T01:00:00Z,WS_PT1H_AVG,6.3
2020-02-17T01:00:00Z,WS_PT1H_MAX,7.5
2020-02-17T01:00:00Z,WS_PT1H_MIN,4.9
2020-02-17T01:00:00Z,WD_PT1H_AVG,214.0
2020-02-17T01:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T01:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T01:00:00Z,PA_PT1H_AVG,976.1
2020-02-17T01:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T02:00:00Z,TA_PT1H_AVG,5.3
2020-02-17T02:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAt557ZN6gPA3BZIqTtqJKXzQpeBSHbueymJxuOtKKmn6VHWy+h/bX/Q4VULdgSmIlPwmE08uVbycMvARml8IV8PliqCGOJCCW3pLnUPKtK2Wz9Lz6dsyHglGPECQq+dpxFri1NOWHnpOISnh8s3le7lTFu+j/cxnDoFS0znY1V9MQAAmBSd+6o3cLa1Yj/QsLr9/uq0RJo0BAk/Ir6oU5knioiMxJcXrteuwNJJsVsisl6O7cN8ton9UUl0kog7sWbPl+VScR9es3ax5uvt5cIDhQq6gANIdn6fPU5N3zQTJ+3jtftbdVGAga9TdVT240M3ByJ8iLKEnOWaWpHfNnQpz3M4zVSnG2Jpz0ExA6ppOyQbak0qhGQiV15bqwqE4K+ipT1NR+idnQELULE3do7P8CyQZsgS39EwJMFBS/a5Hd5Ztr2gdVYNC2oAw70Dl3DLHciMT/WBtX0m5fo28DOwubTam5OX8jOsPEfjXtWYmx5cS3YZCpRDBGablVQ7XP0j4Bia6qNTatUtzqVvI4MzXnBXUz3ozkH7HUR60Uxt32d9oP8fNV2VPCq6SAYp7Gcx1yhS8NO2AXAavbqNPo7Q==
2020-02-17T02:00:00Z,TA_PT1H_MIN,5.1
2020-02-17T02:00:00Z,RH_PT1H_AVG,82.0
2020-02-17T02:00:00Z,WS_PT1H_AVG,6.3
2020-02-17T02:00:00Z,WS_PT1H_MAX,7.7
2020-02-17T02:00:00Z,WS_PT1H_MIN,5.2
2020-02-17T02:00:00Z,WD_PT1H_AVG,213.0
2020-02-17T02:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T02:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T02:00:00Z,PA_PT1H_AVG,975.8
2020-02-17T02:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T03:00:00Z,TA_PT1H_AVG,5.0
2020-02-17T03:00:00Z,TA_PT1H_MAX,5.2
2020-02-17T03:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAlYSFVKeH7dcYEg8Qez8kc9pJ0tpBxTtDCEKLsaMMG/PjJAOG+FeCVb4Ldhk0SqWKnHCZykKub9SAhhcotQG6IWrrYlrH38mooj55stZ3oLPxt7UPRLVW9SJfryMf9O7znNfla4NsGtBRPtuj79pS9NVIro6pzzVyh62DFSiTtuTUDnF0GwgJCGGg+jQWuj4fqtVnBV+ehIjAwdCq6HejqlkvkklmeGHfTgHSjblLgaZ5AnbaCYP654mgnb0G2vwnCpkspdUknSJu3lD8ZfhrG6XKm1bIdo5fCad8lmOzvncxTIPF4sZyphmNj7hN/Aid+XigO+TCkTEXYTwKNIiGT2qHi2YrfmoSDmIrp9cM6lI9smukq1/1lfmupfZ885hNKSaYhWkA4/+h/IgWA/yMKUl7GXQ9EoHKYb2l1wjujmjtCqYDM1xp2AiT8tP5SZXepJpsGxlT/2ZH5JYC6G8GbmFDh4j2QmNq5WmaRE+1wvwdNU+u1tsAwrAWl5n3VNez0j4B+rJdlsVcothER+8oAlhJM8H9t4bBfwb70hMgVxPYFo3ZPbKeLge9NNG+VgXH3Ycn2lUX3ZdmjNQo/SH/VQ==
2020-02-17T03:00:00Z,RH_PT1H_AVG,81.0
2020-02-17T03:00:00Z,WS_PT1H_AVG,5.3
2020-02-17T03:00:00Z,WS_PT1H_MAX,6.4
2020-02-17T03:00:00Z,WS_PT1H_MIN,4.3
2020-02-17T03:00:00Z,WD_PT1H_AVG,216.0
2020-02-17T03:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T03:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T03:00:00Z,PA_PT1H_AVG,975.6
2020-02-17T03:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T04:00:00Z,TA_PT1H_AVG,4.7
2020-02-17T04:00:00Z,TA_PT1H_MAX,5.0
2020-02-17T04:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAjRdaqCkGIlhHdUxGXBxF/XMxMhHzRkj5ciUmqGV6U7mp8ewl3FrPqL2SKA4MW+/McS8kxNaeT7cMgm8H8NRbkdXmlYueBMQvVJ4AeSX5JjwWNmZO4gUuPnY2Tf3RazKFTKdLGtmr6S2GV0fAJMt099uJUr4cyBws2Vsv63TkL4kwWgEJpMqdWf8YK+aSumj3ZRZ9ac/+eK8KPkIVxkbqxo2jrV5WCMitc1XOqlpiW7zt/ZAyaDVm3z1leI8yY1xiadHsq+/VHoJFo7sjb8byeltusNgc1KcNZvMXp1WZy4A9Fcp441iNHTV8+CzykBExxb0ytTgJBSycVV943LCoNJ5Uh8X8cEG5p0wuxSiEdN7HVsYqlEcg6synVX68T26G37+Kg4b9MTJp2pqGDFIQFwFFx8t5FVv8FM3uYhCjrqPCsD3pTzRuoJWGa7QWQH2tNQTHc0S50AyXCxIzJyeC0dr8jlnwmJ+9ly1iPBOMzhx9lN9YCQgP3mD3k3ipdsBA0j4B1/cmOP0VE0GV15zPa/0VaQGP+QDXk5PUqimxgD5eqtyhzPt60zS79DYtBmyrvQFyYwpsn2+jSrAXgUeQKg==
2020-02-17T04:00:00Z,RH_PT1H_AVG,78.0
2020-02-17T04:00:00Z,WS_PT1H_AVG,5.4
2020-02-17T04:00:00Z,WS_PT1H_MAX,6.1
2020-02-17T04:00:00Z,WS_PT1H_MIN,4.8
2020-02-17T04:00:00Z,WD_PT1H_AVG,216.0
2020-02-17T04:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T04:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T04:00:00Z,PA_PT1H_AVG,975.5
2020-02-17T04:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T05:00:00Z,TA_PT1H_AVG,4.4
2020-02-17T05:00:00Z,TA_PT1H_MAX,4.6
2020-02-17T05:00:00Z,TA_PT1H_MIN,4.1
2020-02-17T05:00:00Z,RH_PT1H_AVG,78.0
2020-02-17T05:00:00Z,WS_PT1H_AVG,5.2
2020-02-17T05:00:00Z,WS_PT1H_MAX,5.9
2020-02-17T05:00:00Z,WS_PT1H_MIN,4.4
2020-02-17T05:00:00Z,WD_PT1H_AVG,225.0
2020-02-17T05:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T05:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T05:00:00Z,PA_PT1H_AVG,975.4
2020-02-17T05:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T06:00:00Z,TA_PT1H_AVG,4.0
2020-02-17T06:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv/ZszZHT8mubBAZczWUCPHku++E/biZrmXnSECFDEGK8RRGtyEUbNt80I8Nv5UjjSp+ZJ7zYpI1L6mOxK5SxCOlxfriy2Uhm0J2VwRwFiigDYRaM686JsOjWqM2xXsWvMWmGFskYgiPdDNyZsM0b0Q1ERzRIGxHfiEsnEzUuFkmcEcnVbRvHJvKLQhBrxfDWeJFP2dWgjs8u/h43MdFcYnvqGfQgyNbsEn0rBsLluHkfXacYNSmYaJ1GFMzFF3GurcIORUz5GX3XVbdxBnOJz/XRDwaXE0gz5LL1UgMQ3DOA01tt4MEMO0gy/yuln7rajwb+MFppOsqr+v4Np7f6FziUZR3k3qSbZPO79Qpf6Zl/mns+pgPW4H9rmRvSyG6As6XLdizuq0rpMi4dOOUsm8RPUt2JNWZ2fJTXOesgB5glxnnLjh2YHFlN63hS7VmS/Sev8EgCaJXFcaGv37o1OvDyWTsrEZSI/CbeTEitOa/uN++ZAOAzFHOndfU7peYsYr0j4BGZe7lSSb8gaqKZkrShA1rIVgkFylKXjD9CLahKEMDlB7FcevAiDrzhA8Z8P0LRYUvXj2/QfLYFQ38dOvJQ==
2020-02-17T06:00:00Z,TA_PT1H_MIN,3.6
2020-02-17T06:00:00Z,RH_PT1H_AVG,78.0
2020-02-17T06:00:00Z,WS_PT1H_AVG,5.1
2020-02-17T06:00:00Z,WS_PT1H_MAX,5.9
2020-02-17T06:00:00Z,WS_PT1H_MIN,4.5
2020-02-17T06:00:00Z,WD_PT1H_AVG,224.0
2020-02-17T06:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T06:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T06:00:00Z,PA_PT1H_AVG,975.2
2020-02-17T06:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T07:00:00Z,TA_PT1H_AVG,3.6
2020-02-17T07:00:00Z,TA_PT1H_MAX,3.8
2020-02-17T07:00:00Z,TA_PT1H_MIN,3.4
2020-02-17T07:00:00Z,RH_PT1H_AVG,81.0
2020-02-17T07:00:00Z,WS_PT1H_AVG,4.6
2020-02-17T07:00:00Z,WS_PT1H_MAX,5.1
2020-02-17T07:00:00Z,WS_PT1H_MIN,3.8
2020-02-17T07:00:00Z,WD_PT1H_AVG,218.0
2020-02-17T07:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T07:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T07:00:00Z,PA_PT1H_AVG,975.3
2020-02-17T07:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T08:00:00Z,TA_PT1H_AVG,3.3
2020-02-17T08:00:00Z,TA_PT1H_MAX,3.6
2020-02-17T08:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAqspC6Pcu5E0o5fOrgsUMDuz11mhUIBlbol0zGAMnCrSH6ptnoO4Fv3bpmkBHhoX67U+sQsqEDf1LaH7RDO8jWRxhP3SNu4DAoyLOHCQtbAAcL4De2N+Deq5mLFN1hwyORmCIcO3p2Yzqf3Fh4+3U1q9gN91sAasaIksvlMAgwL7zDW5eSzDsRLfxjVPzteaCM/nnijXoyt7bTzLCuxaaFSI0Im+GByZhS//fhOULC+QZFc6wtzM3lVi8Gfh4XmKXYc0/uNxWQ3ZYlSzwe6fyqquOIKmbk+xh4yHSzlitepGXuGD6rS93ZcgnJlJpHfxX8Uo/r4weDGEPKPZQvE0LxsDyhS8psJmO2C7HlvyUY+7gfjspApwJKVKdtIgf2R9JnA+VrRFuTlcsX57AdcTxe09Q0V1KWMK1F0hk1Pe56tGSX4CDNtb7vd4vJjfu+LQfJ1SOnrDNrOk/QIFF/UDxNZujaJMCuHx8sX3FBRWOgBvkuHf7TjZSzIVinIRXNZ0G0j4BpqcgQ01OitBjInWNWe29YptXN3OIWgeWSgVMWKAJrimtr4QiFX66qqbE+++cRl56BpV/vJpOGGvboY047g==
2020-02-17T08:00:00Z,RH_PT1H_AVG,83.0
2020-02-17T08:00:00Z,WS_PT1H_AVG,5.1
2020-02-17T08:00:00Z,WS_PT1H_MAX,5.9
2020-02-17T08:00:00Z,WS_PT1H_MIN,4.3
2020-02-17T08:00:00Z,WD_PT1H_AVG,224.0
2020-02-17T08:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T08:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T08:00:00Z,PA_PT1H_AVG,975.8
2020-02-17T08:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T09:00:00Z,TA_PT1H_AVG,3.4
2020-02-17T09:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv7B5Pqv1Yh8/cHMIsOaFrYNCY1Oo7o9x/jxQrtZKnkxcaVisH+Amh51siYDICDYEKVs6UvYS5+2xRVw7z9rnnNv5nWYxsfsGZgN6/rQ9E7UsOuKFf7HE4UY5BEMN72wDn2ZpVKxHcVacrDbSJ7AJIad8hG+PxQJZqmg1+eUolsustKvDHGPa46QmOtFUGdAwnItkHbX1oV6PYY3aeO4R1mSx9zzamRH2oWtrtRYFgEjV3rhbHPNWCdqvYso40DRwJ7onL6MSlLEh+XPmSSmK9edHaZCSCmZHbMwhs/FPqdtIuTglwe8MZ5/3CparPRXJYKNIPceSI/MrAo5e7PHqDSokhrFlW88THxwuigxgkbdHxx83MVzA0Nf0z+kzAUJNfpi1Si2I0w0hWxip8fn88wBuhgYP9MvQQ9OOpgiJztjWFG0xJrfYA8eeT/sa9DBBWfITbkDnqGloJKRJf9EjPUUfaUVmfyI0ef3t6+2FJEVLVeU48dVs8plLUtLN3gpTOo0j4BL8I/mXy6WGvleq8Ywe7SM6+75RWrXwSq/IuF+wpjy6nasrF+lrg/mwwxcggGJO6kGDq9nPDcYccDv+flIw==
2020-02-17T09:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQv+PJei/l1h2Rb1QuU+oIBNGrGVD/uskqWZQfnSbpfDgQAPFXaVgyiHj11Q+EH9mDPOC06J+gO0PZHry07UHf82roCsgaat3kPlV8m4fyhk7a7xZsuFpmt61d+qBNLN6vmFbvWfFdkopXpxylxXs2v4YqMtZ4ZvhFHD4RlnpPB7Qj0fEms+HytNlJvEZ7p2/meGMp125IMG1KOa5ZDwvIplOn6cqvazfUnVGmgCzmsKoogr03xV1eu1gU4IRyxmdtLJhTCwehhBTZ8c2ZM81yfwwo8R8pujk7Zy6heYgpl0zChbSNfq7pvD9UDC1scfflcHdUaWpmHHJIXCSor7vUgtzCHbMMEOZJJAiDP4OIA7Rp0h06ayhqC1iGpPA8DLqcA2276IDhcAV8kNzvHCR1eeCGmiIwMGBzcb8XY894TJdjYo+5jB68KX78ebzyS5CyVeJ+kCPgvpmPMuirtOS5vJwUv+fXeJtwchAsEBrFOJ7kSJM/f+6SnVtEJ8V5nvYkVG0j4BSHYl52IxVn9PnNZpUXJgXwmJlhfTgJU0YMlweOckARzgJdsdJvMRzpNE0ryxVQ4Kgrf9oS12ZY/ZxvQThw==
2020-02-17T09:00:00Z,RH_PT1H_AVG,81.0
2020-02-17T09:00:00Z,WS_PT1H_AVG,6.1
2020-02-17T09:00:00Z,WS_PT1H_MAX,6.6
2020-02-17T09:00:00Z,WS_PT1H_MIN,5.6
2020-02-17T09:00:00Z,WD_PT1H_AVG,231.0
2020-02-17T09:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T09:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T09:00:00Z,PA_PT1H_AVG,976.6
2020-02-17T09:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T10:00:00Z,TA_PT1H_AVG,3.2
2020-02-17T10:00:00Z,TA_PT1H_MAX,3.5
2020-02-17T10:00:00Z,TA_PT1H_MIN,2.9
2020-02-17T10:00:00Z,RH_PT1H_AVG,82.0
2020-02-17T10:00:00Z,WS_PT1H_AVG,6.1
2020-02-17T10:00:00Z,WS_PT1H_MAX,7.2
2020-02-17T10:00:00Z,WS_PT1H_MIN,5.2
2020-02-17T10:00:00Z,WD_PT1H_AVG,231.0
2020-02-17T10:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T10:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T10:00:00Z,PA_PT1H_AVG,977.5
2020-02-17T10:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T11:00:00Z,TA_PT1H_AVG,3.1
2020-02-17T11:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv6AhAv2ODo6K75yWQB7XLrHeibaW3jvI2jG2E9+Ge24u5c/vapH8o9Zw4kbreCyJTyheTwmsflNIBHuI7e24ULi+x+/aiqFuzXQx9Y5ekuzrBs36caqBGWCK8KHvNQwHbT6VsdOJHwjUNS7lghbP6YO4uy8y4rZFmnD7SVdxN6T3SeWDNqHEBAfai4VojfTLrJUAKevl0PvRolMLnrtIW/ET6FZdHvL4iCCCX2fSLvU2fepTRwH95Ou87yMP2ti7YB1GUwnULGJt3JvcVKPHnZ3V3vGL30cn4XRwlqlcTdL4Zw1jfBEbjTjwtXxKEKA1Ad1Eyv51fw90Dze8p8oI/wTvvaOEMw1prBR5JsKkgWZIM5Y5ZyFCmd+XI7sAKHafiepc0opyuO5TeRPCCC2VUO3dXIFYVTKbJCuoJqeJ+ZQwU15IRnQzIkzfimArc6qYHSQ2UqO9BIF/bN+cLZ07j1jRsPsO/POze3NAO/5j9N7aeupWHOCAPQ0+hLs/e1JEif0j4BvxWh+buqJ8CPGx7+tNFm2s/coHouGbq5xC85RZHkxYEIPeSN7Bxgj3+uEdwhBEOqoS85ht2zeQiXxQ7tXA==
2020-02-17T11:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQv+IwfjubeAF4+bYIE25vBSKrZaiRW6BBEJeSQuhecU4afpN0IyCkwssXsM+f9ZDIYcwT1T4zD8QiMmy4IMrWa/AITLv8vtZIvyyPK3fAtTcm2f2RxLr5CBrE0QwaiZFm27AbiIUzKPbxAlv3whBo3FBQgvK/bVTJpW0gdfVOUMjJvU/P/P9UHuBLME+gToaUQ4ZZbFvImi86DYLIz/CT6f2WOf6R+GNlrMeaSnLPd5mBod0ecQvZiRmeUWxYHza/7TBp+edztohqj4hTr82XDWT7JiofZ9KKkPy6XGLl8LP5Ym1n87Ia5CR0gornH7l3HIzI566u0Mt897jxUBEnE5KEI64c1HhbCvagVPrd/UZnZ6Y3rtPTuE/H1oQ1e6Q9lHaIO4vI2/Dv9A4vl6vc5c44Xa/EflFYsnITUusMh+Z+ZUoqeJKADxHdc2QoEvzEWDHdOluRFVi55PLubjeaXyx1XqHAo+8aqXvocKUYVCPB83GRMeer/PeebppPgKYo8F0j4BkEaLLeVxSSmj/1ERJfPZfEEtC84RRCvEy7lQDpsut/V+67zh4mi+47ASXnL+01bB85n2/O1burC2rldDRQ==
2020-02-17T11:00:00Z,RH_PT1H_AVG,83.0
2020-02-17T11:00:00Z,WS_PT1H_AVG,5.1
2020-02-17T11:00:00Z,WS_PT1H_MAX,6.2
2020-02-17T11:00:00Z,WS_PT1H_MIN,4.3
2020-02-17T11:00:00Z,WD_PT1H_AVG,229.0
2020-02-17T11:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T11:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T11:00:00Z,PA_PT1H_AVG,978.2
2020-02-17T11:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T12:00:00Z,TA_PT1H_AVG,3.6
2020-02-17T12:00:00Z,TA_PT1H_MAX,3.7
2020-02-17T12:00:00Z,TA_PT1H_MIN,3.4
2020-02-17T12:00:00Z,RH_PT1H_AVG,76.0
2020-02-17T12:00:00Z,WS_PT1H_AVG,5.5
2020-02-17T12:00:00Z,WS_PT1H_MAX,6.5
2020-02-17T12:00:00Z,WS_PT1H_MIN,4.8
2020-02-17T12:00:00Z,WD_PT1H_AVG,231.0
2020-02-17T12:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T12:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T12:00:00Z,PA_PT1H_AVG,978.8
2020-02-17T12:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T13:00:00Z,TA_PT1H_AVG,3.3
2020-02-17T13:00:00Z,TA_PT1H_MAX,3.7
2020-02-17T13:00:00Z,TA_PT1H_MIN,3.1
2020-02-17T13:00:00Z,RH_PT1H_AVG,83.0
2020-02-17T13:00:00Z,WS_PT1H_AVG,4.6
2020-02-17T13:00:00Z,WS_PT1H_MAX,6.3
2020-02-17T13:00:00Z,WS_PT1H_MIN,3.6
2020-02-17T13:00:00Z,WD_PT1H_AVG,222.0
2020-02-17T13:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T13:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T13:00:00Z,PA_PT1H_AVG,979.5
2020-02-17T13:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T14:00:00Z,TA_PT1H_AVG,3.1
2020-02-17T14:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv8CEmkjT3LeZ8HgqGt02dbo1c0ACzIYjvg0mlg5A1BmNSVpV+jy1Fv+IiZezvgLGYCpoYrDt56FtaIE5AZxYtF4/3MdRy8Ar5/XLxNa+G3HZUfz8Bs1gJady95FTt/lt/F+D6zVpn0kJ0VKTPGmGuYnPfZPUS2fhWuepRrOYgnOMhGtyfRkGZHbhVVldcca6vsm5vBsk3xWApLOXQHkVJzNI1u0lc3xHFCx2SFrA81sDWEZYltAEzocPvqE7/EESv1bENY0ZV/bXlhyg2mAAVu7rLOKLTIM1SQtmjyw65uabONjUahblgtexzLjHyQA5ZlWE/Hq3FjDJ9iriExd6oREgRfE/ue9WrOOeEIwaeyTTPvgw1/PxLUDalkj+1PhSZ7GFWqtnJ/O6W3Im/EH1V2SBs06Ndk2qH0Fxqaf9dGWwCGcucwT0db3NKtiyH0yr+1wwdfplIYibZY+Y7gqp4m//JSzZY0It/Xan+nQVALN3CcM/XQ8NFnxtRbp0GEJGPn0j4B1d8Ab/cYgTXxoMOvzpsdjD6DFFelOQl5X7rqaNOesuTNR9LppwovPTzUPsruow5BmJu/Lo6gAZplLEvVmA==
2020-02-17T14:00:00Z,TA_PT1H_MIN,3.0
2020-02-17T14:00:00Z,RH_PT1H_AVG,88.0
2020-02-17T14:00:00Z,WS_PT1H_AVG,4.4
2020-02-17T14:00:00Z,WS_PT1H_MAX,4.8
2020-02-17T14:00:00Z,WS_PT1H_MIN,3.7
2020-02-17T14:00:00Z,WD_PT1H_AVG,207.0
2020-02-17T14:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T14:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T14:00:00Z,PA_PT1H_AVG,980.0
2020-02-17T14:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T15:00:00Z,TA_PT1H_AVG,3.1
2020-02-17T15:00:00Z,TA_PT1H_MAX,3.2
2020-02-17T15:00:00Z,TA_PT1H_MIN,3.0
2020-02-17T15:00:00Z,RH_PT1H_AVG,90.0
2020-02-17T15:00:00Z,WS_PT1H_AVG,4.9
2020-02-17T15:00:00Z,WS_PT1H_MAX,5.6
2020-02-17T15:00:00Z,WS_PT1H_MIN,4.2
2020-02-17T15:00:00Z,WD_PT1H_AVG,210.0
2020-02-17T15:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T15:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T15:00:00Z,PA_PT1H_AVG,980.3
2020-02-17T15:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T16:00:00Z,TA_PT1H_AVG,3.4
2020-02-17T16:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv/WXVngVroxvrg5gQ8xpbShRhL9Y1c7diYN7T4CZUpPshLcHJnhENv8Sr3ocGEL/7TirH7AnO0/wbYWXIUwJz0pURecPb5xSyoc8AG0ugZAR8Yyql+pl5H8jjxXq7StyHTnAD8ZD8DKHq3rcbXg4MWMBNTNWO7ViXnaBi8MN6dXtkVdrjdNLrnGhDw9g8m98yqnA+s25rJPCiRXzKOD6NGp3w5exmC1yTeV7YdE5tmjnV13B7h1dhOLAUgiG6wJDEiEx/w4MOWgN4I+C1SCZn2SJM+HPzZKII3nbCfl1fYcbHZlRmLa5L2U6RmqmeI6BLUky3Ik3nFsFAYQfOs3Cm4AIAzWpOiZwNKpIZn0KKEIbGSAB7ILBn5hBZR3NKbYW7AJ2nKQeZPzRUwUQ7Ty8QReJaR2Ptgqwz6q7mCAE1UFjp/ucEX4VK74KVeD+yWOmhLD6+7GV71WyYilY2WPIY4Fujs9If9KMD3+vy/j01IJgF8pYD5MQmeLzSRWlDQmevJ0j4BAZATODBwKCbFol35v6m2R4agZ5y98Tm3SkY9UxQGR4zgFAfGycYQ6aGgQMZb8yox/Szw6gtZzlEb2oLKSg==
2020-02-17T16:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQv/dTI+M6hHrov60u6DS9vj5l7giLEfBpPPBJ+YIy7RK35n39OZEZOnI5XLd2OBGXkK1b10aRdXRxj/DC2tU2UapM7pKIm5A/UV9OnHqX7YscQjNDMqUQXHGhL/5pzcXPktYKT6FEl7aerWWwrcQkOyBDeo27elyN3bHzBOtw0uV0J/vKCGOwbtTFC4ZUoQXbyeZoROJFOxAbqaHEhl8vjRSPSP8PIabuTSVfvXPdnH6f6zFnQi/QrzoSeL92PHzMm6Wx0+yJgRsgvbk9zpuQbsb50GdWn9KvKBnPdfnwqm/z6Q66qM/Zr8pKQ3cZyw2+bQdpgbFS+xvDw3kOa+e6Wt342xfk53R+cq/bxYH1pzYvbJ10nk/8eYl8O34BuWAh9sQ0MbCaLixw0vGDbOBOqcSlutxkEKAJN2o+UhqewNOB9uIPuSgqZM08Hu2VDGAQmUsTkLPJlCIhHogi8xEqsAquAmQkFhwF4tsXHv9PoNIN1KwMPCBp8rptRojDqnst0C0j4BwHIKwo2BWLvgudau45YETSSvQion3V040D9u/t22NRkG/w7wy8Z3iu0Bxtv0dcYbnAtRDRPKJfVtJfOmFg==
2020-02-17T16:00:00Z,RH_PT1H_AVG,86.0
2020-02-17T16:00:00Z,WS_PT1H_AVG,5.4
2020-02-17T16:00:00Z,WS_PT1H_MAX,6.1
2020-02-17T16:00:00Z,WS_PT1H_MIN,4.4
2020-02-17T16:00:00Z,WD_PT1H_AVG,218.0
2020-02-17T16:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T16:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T16:00:00Z,PA_PT1H_AVG,980.6
2020-02-17T16:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T17:00:00Z,TA_PT1H_AVG,3.3
2020-02-17T17:00:00Z,TA_PT1H_MAX,3.4
2020-02-17T17:00:00Z,TA_PT1H_MIN,3.1
2020-02-17T17:00:00Z,RH_PT1H_AVG,88.0
2020-02-17T17:00:00Z,WS_PT1H_AVG,5.3
2020-02-17T17:00:00Z,WS_PT1H_MAX,6.0
2020-02-17T17:00:00Z,WS_PT1H_MIN,4.9
2020-02-17T17:00:00Z,WD_PT1H_AVG,200.0
2020-02-17T17:00:00Z,PRA_PT1H_ACC,NaN
2020-02-17T17:00:00Z,PRI_PT1H_MAX,NaN
2020-02-17T17:00:00Z,PA_PT1H_AVG,980.9
2020-02-17T17:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-17T18:00:00Z,TA_PT1H_AVG,3.3
2020-02-17T18:00:00Z,TA_PT1H_MAX,3.4
